legal_status,address,caretaker,date,dbh,plot_size,latitude,longitude,species_english,species_latin,year,Native,Family
DPW Maintained,1300 Battery St,Private,05/11/1976,13,3x3,37.80335522,-122.4019146,Sycamore: London Plane,Platanus x hispanica,1976,Exotic,Platanus
DPW Maintained,374 Connecticut St,Private,12/11/1976,18,6x6,37.76159308,-122.3975027,Victorian Box,Pittosporum undulatum,1976,Exotic,Pittosporum
DPW Maintained,343 Connecticut St,Private,12/11/1976,16,9x7,37.76191396,-122.3973359,New Zealand Xmas Tree,Metrosideros excelsa,1976,Exotic,Metrosideros
Permitted Site,101 Santa Marina St,Private,17/11/1976,20,6x8,37.73987874,-122.4210224,Red Flowering Gum,Corymbia ficifolia,1976,Exotic,Corymbia
Planning Code 138.1 required,1916 18th St,Private,23/11/1976,20,3x3,37.76233104,-122.4015157,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',1976,Exotic,Magnolia
Permitted Site,120 Conrad St,Private,13/12/1976,8,3x3,37.73713672,-122.4364044,Weeping Bottlebrush,Callistemon viminalis,1976,Exotic,Callistemon
DPW Maintained,4109 21st St,Private,17/12/1976,28,Width 5ft,37.75587489,-122.4372391,Red Flowering Gum,Corymbia ficifolia,1976,Exotic,Corymbia
Permitted Site,73 Webster St,Private,17/12/1976,16,4x4,37.77082517,-122.4285926,Silk Oak Tree,Grevillea robusta,1976,Exotic,Grevillea
Permitted Site,4109 21st St,Private,17/12/1976,30,6x6,37.75588685,-122.4368489,Red Flowering Gum,Corymbia ficifolia,1976,Exotic,Corymbia
Permitted Site,373 Fair Oaks St,Private,27/12/1976,16,3x3,37.75075897,-122.4237845,Silver Dollar Eucalyptus,Eucalyptus polyanthemos,1976,Exotic,Eucalyptus
Permitted Site,112 Conrad St,Private,29/12/1976,10,3x3,37.73720828,-122.4363959,Weeping Bottlebrush,Callistemon viminalis,1976,Exotic,Callistemon
DPW Maintained,950 Clay St,SFUSD,08/02/1977,15,4x4,37.79401453,-122.4086145,Southern Magnolia,Magnolia grandiflora,1977,Exotic,Magnolia
Permitted Site,254 Edgewood Ave,Private,30/03/1977,30,3x10,37.76146312,-122.4549263,Chinese Pistache,Pistacia chinensis,1977,Exotic,Pistacia
DPW Maintained,1366 Hayes St,Private,09/06/1977,8,6x9,37.77492324,-122.4389223,Olive Tree,Olea europaea,1977,Exotic,Olea
DPW Maintained,3610 Sacramento St,Private,12/10/1977,4,3x3,37.78757868,-122.45229,Olive Tree,Olea europaea,1977,Exotic,Olea
DPW Maintained,1405 Noriega St,Private,18/10/1977,8,3x3,37.75402979,-122.4789855,New Zealand Xmas Tree,Metrosideros excelsa,1977,Exotic,Metrosideros
DPW Maintained,1732 Lyon St,Private,24/10/1977,10,3x3,37.78697702,-122.4452384,Southern Magnolia,Magnolia grandiflora,1977,Exotic,Magnolia
Permitted Site,4530 18th St,Private,28/10/1977,2,6x9,37.76066718,-122.4398393,Fruitless Olive,Olea europaea 'Fruitless',1977,Exotic,Olea
Permitted Site,4600 18th St,Private,28/10/1977,17,3x3,37.76059793,-122.4409561,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1977,Exotic,Ficus
DPW Maintained,385 08th St,Private,21/12/1977,26,3x3,37.77412592,-122.4088322,Lemon Bottlebrush,Callistemon citrinus,1977,Exotic,Callistemon
DPW Maintained,864X Ellis St,Private,21/12/1977,22,4x4,37.78397483,-122.4203535,Southern Magnolia,Magnolia grandiflora,1977,Exotic,Magnolia
Permitted Site,2168 15TH ST,Private,08/03/1978,16,3x3,37.76600668,-122.4325427,Laurel Fig,Ficus nitida,1978,Exotic,Ficus
DPW Maintained,994X Pine St,Private,08/05/1978,9,3x3,37.79075497,-122.4121461,Victorian Box,Pittosporum undulatum,1978,Exotic,Pittosporum
Permitted Site,501x BURROWS ST,Private,12/05/1978,18,3x3,37.72766516,-122.4081267,Chinese Elm,Ulmus parvifolia,1978,Exotic,Ulmus
Permitted Site,772 Clayton St,Private,05/06/1978,15,8x7,37.7675371,-122.4480295,Bronze Loquat,Eriobotrya deflexa,1978,Exotic,Eriobotrya
Permitted Site,40 Winston Dr,Private,27/06/1978,32,3x80,37.72690587,-122.4727645,Red Flowering Gum,Corymbia ficifolia,1978,Exotic,Corymbia
Permitted Site,1300 NOE ST,Private,13/07/1978,20,20x9,37.74803889,-122.431745,Flowering Plum,Prunus spp,1978,Exotic,Prunus
DPW Maintained,2823 Pierce St,Private,13/07/1978,13,5x5,37.79612073,-122.4387507,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1978,Exotic,Ficus
DPW Maintained,1600X North Point St,Private,27/07/1978,10,3x3,37.8040464,-122.4339523,Victorian Box,Pittosporum undulatum,1978,Exotic,Pittosporum
Permitted Site,1587 15TH ST,Private,21/09/1978,8,3x3,37.76640463,-122.4194853,Brisbane Box,Lophostemon confertus,1978,Exotic,Lophostemon
Permitted Site,1512 15th St,Private,21/09/1978,14,4x4,37.76685488,-122.4179814,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1978,Exotic,Ficus
Permitted Site,1865X Grant Ave,Private,06/11/1978,12,3x3,37.8010365,-122.4340171,Laurel Fig,Ficus nitida,1978,Exotic,Ficus
DPW Maintained,1245 Taylor St,Private,13/11/1978,16,3x3,37.79404242,-122.4130207,Victorian Box,Pittosporum undulatum,1978,Exotic,Pittosporum
DPW Maintained,750 Sutter St,Private,06/02/1979,16,3x3,37.78874884,-122.4128422,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1979,Exotic,Ficus
Permitted Site,52 Delmar St,Private,19/03/1979,12,Width 0ft,37.768153,-122.4456663,Glossy Privet,Ligustrum lucidum,1979,Exotic,Ligustrum
DPW Maintained,979 Ashbury St,Private,21/03/1979,10,Width 4ft,37.764475,-122.4459721,Carob,Ceratonia siliqua,1979,Exotic,Ceratonia
DPW Maintained,930 Ashbury St,Private,21/03/1979,9,Width 3ft,37.76506918,-122.4458494,American Sweet Gum,Liquidambar styraciflua,1979,Exotic,Liquidambar
DPW Maintained,1209 Waller St,Private,29/03/1979,18,Width 0ft,37.76940426,-122.4436902,Red Ironbark,Eucalyptus sideroxylon,1979,Exotic,Eucalyptus
DPW Maintained,1285 Waller St,Private,29/03/1979,17,Width 0ft,37.76925795,-122.4448444,Red Ironbark,Eucalyptus sideroxylon,1979,Exotic,Eucalyptus
DPW Maintained,1261 Waller St,Private,29/03/1979,10,Width 0ft,37.76931656,-122.444368,Victorian Box,Pittosporum undulatum,1979,Exotic,Pittosporum
Permitted Site,1261 Waller St,Private,29/03/1979,14,6x9,37.76929768,-122.4444428,Victorian Box,Pittosporum undulatum,1979,Exotic,Pittosporum
DPW Maintained,1390 Waller St,Private,29/03/1979,12,Width 0ft,37.76918427,-122.4463603,Banyan Fig,Ficus retusa nitida,1979,Exotic,Ficus
DPW Maintained,1525 Waller St,Private,02/04/1979,19,Width 0ft,37.76865551,-122.4493121,Red Ironbark,Eucalyptus sideroxylon,1979,Exotic,Eucalyptus
DPW Maintained,1546 Waller St,Private,02/04/1979,13,Width 0ft,37.76881494,-122.4492796,Banyan Fig,Ficus retusa nitida,1979,Exotic,Ficus
Permitted Site,1126 Cole St,Private,04/04/1979,14,5x5,37.76380683,-122.4494648,Sycamore: London Plane,Platanus x hispanica,1979,Exotic,Platanus
DPW Maintained,840 Stanyan St,Private,10/04/1979,12,Width 0ft,37.76675323,-122.452946,American Sweet Gum,Liquidambar styraciflua,1979,Exotic,Liquidambar
Permitted Site,156 Belvedere St,Private,10/04/1979,5,4x6,37.76768728,-122.4491497,Hybrid Strawberry Tree,Arbutus 'Marina',1979,Exotic,Arbutus
DPW Maintained,1039 Stanyan St,Private,10/04/1979,18,Width 4ft,37.76488452,-122.4527337,Red Flowering Gum,Corymbia ficifolia,1979,Exotic,Corymbia
DPW Maintained,170 Belvedere St,Private,10/04/1979,14,Width 0ft,37.76742308,-122.4491136,Bronze Loquat,Eriobotrya deflexa,1979,Exotic,Eriobotrya
DPW Maintained,252 Alma St,Private,17/04/1979,6,Width 3ft,37.76293239,-122.4518768,Cherry Plum,Prunus cerasifera,1979,Exotic,Prunus
DPW Maintained,672 Hayes St,Private,30/04/1979,15,3x3,37.77638092,-122.4274887,Sycamore: London Plane,Platanus x hispanica,1979,Exotic,Platanus
DPW Maintained,688 Hayes St,Private,10/05/1979,12,3x3,37.77636146,-122.4276596,Sycamore: London Plane,Platanus x hispanica,1979,Exotic,Platanus
Permitted Site,2436 Clement St,Private,31/05/1979,14,4x4,37.78207767,-122.4852816,New Zealand Xmas Tree,Metrosideros excelsa,1979,Exotic,Metrosideros
DPW Maintained,336 Connecticut St,Private,02/07/1979,13,3x3,37.76198241,-122.3975404,Victorian Box,Pittosporum undulatum,1979,Exotic,Pittosporum
DPW Maintained,735 Vermont St,Private,19/07/1979,11,7x9,37.76042509,-122.4039944,Southern Magnolia,Magnolia grandiflora,1979,Exotic,Magnolia
Permitted Site,105 Escolta Way,Private,03/08/1979,24,Width 0ft,37.7375758,-122.4882905,New Zealand Xmas Tree,Metrosideros excelsa,1979,Exotic,Metrosideros
DPW Maintained,54 Cordova St,Private,20/08/1979,8,3x3,37.71270347,-122.4361238,Hybrid Strawberry Tree,Arbutus 'Marina',1979,Exotic,Arbutus
Permitted Site,180 10th Ave,Private,28/08/1979,22,6x5,37.78500227,-122.4687773,Sycamore: London Plane,Platanus x hispanica,1979,Exotic,Platanus
DPW Maintained,500 Hayes St,Private,28/08/1979,15,3x3,37.77673032,-122.4248139,Banyan Fig,Ficus retusa nitida,1979,Exotic,Ficus
DPW Maintained,4633 18th St,Private,05/09/1979,14,Width 3ft,37.76040161,-122.4421724,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1979,Exotic,Ficus
Permitted Site,772 Noe St,Private,20/09/1979,24,3x3,37.75675549,-122.4324721,Chinese Banyan,Ficus microcarpa,1979,Exotic,Ficus
DPW Maintained,974 Ashbury St,Private,01/11/1979,11,Width 3ft,37.76458187,-122.4457568,American Sweet Gum,Liquidambar styraciflua,1979,Exotic,Liquidambar
DPW Maintained,1864 Greenwich St,Private,06/11/1979,14,3x3,37.79972646,-122.4303135,Southern Magnolia,Magnolia grandiflora,1979,Exotic,Magnolia
DPW Maintained,1504 Waller St,Private,08/01/1980,16,Width 0ft,37.76890723,-122.4485275,Swamp Myrtle,Tristaniopsis laurina,1980,Exotic,Tristaniopsis
Permitted Site,16 Delmar St,Private,08/01/1980,21,Width 0ft,37.76878641,-122.445795,Myoporum,Myoporum laetum,1980,Exotic,Myoporum
DPW Maintained,353 10th St,Private,07/03/1980,13,3x3,37.77219589,-122.4118817,Laurel Fig,Ficus nitida,1980,Exotic,Ficus
DPW Maintained,3659 Buchanan St,Private,10/03/1980,12,3x3,37.80382277,-122.4335546,Port Jackson Fig,Ficus rubiginosa,1980,Exotic,Ficus
DPW Maintained,507 04th Ave,Private,31/03/1980,11,3x3,37.77892898,-122.4620722,New Zealand Xmas Tree,Metrosideros excelsa,1980,Exotic,Metrosideros
DPW Maintained,78 Harper St,Private,31/03/1980,12,Width 3ft,37.74046405,-122.4301784,Victorian Box,Pittosporum undulatum,1980,Exotic,Pittosporum
DPW Maintained,248 03rd Ave,Private,02/04/1980,12,6x4,37.78400934,-122.4611954,New Zealand Xmas Tree,Metrosideros excelsa,1980,Exotic,Metrosideros
DPW Maintained,3792 Cesar Chavez St,DPW,04/04/1980,60,3X3,37.74791893,-122.4244463,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1980,Exotic,Ficus
DPW Maintained,3731-3733 Cesar Chavez St,DPW,04/04/1980,12,3X3,37.74786961,-122.4233113,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1980,Exotic,Ficus
DPW Maintained,3790 Cesar Chavez St,DPW,04/04/1980,36,3X3,37.74791978,-122.4243709,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1980,Exotic,Ficus
DPW Maintained,3723-3725 Cesar Chavez St,DPW,04/04/1980,12,3X3,37.74787587,-122.4231316,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1980,Exotic,Ficus
Permitted Site,3737 20th St,Private,07/04/1980,15,4x4,37.75824165,-122.4243368,Carob,Ceratonia siliqua,1980,Exotic,Ceratonia
Permitted Site,3126 23rd St,Private,09/04/1980,18,3x3,37.75413484,-122.4148262,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1980,Exotic,Ficus
Permitted Site,4447 23rd St,Private,15/04/1980,12,6x6,37.75237136,-122.4415911,Sycamore: London Plane,Platanus x hispanica,1980,Exotic,Platanus
Permitted Site,4449 23rd St,Private,15/04/1980,32,4x6,37.7523691,-122.4416247,New Zealand Xmas Tree,Metrosideros excelsa,1980,Exotic,Metrosideros
DPW Maintained,462 11th Ave,Private,23/04/1980,14,6x9,37.7795316,-122.4694621,Red Flowering Gum,Corymbia ficifolia,1980,Exotic,Corymbia
DPW Maintained,763 11th Ave,Private,23/04/1980,14,7x7,37.77394062,-122.4692192,American Sweet Gum,Liquidambar styraciflua,1980,Exotic,Liquidambar
DPW Maintained,454 09th Ave,Private,23/04/1980,18,6x6,37.77992234,-122.46735,New Zealand Xmas Tree,Metrosideros excelsa,1980,Exotic,Metrosideros
DPW Maintained,606 07th Ave,Private,23/04/1980,12,6x4,37.77695782,-122.4649866,Glossy Privet,Ligustrum lucidum,1980,Exotic,Ligustrum
DPW Maintained,671 09th Ave,Private,23/04/1980,23,4x4,37.77577237,-122.4672086,American Sweet Gum,Liquidambar styraciflua,1980,Exotic,Liquidambar
DPW Maintained,750 Cabrillo St,Private,23/04/1980,16,5x5,37.77529944,-122.4669038,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1980,Exotic,Ficus
DPW Maintained,3432 Fulton St,Private,23/04/1980,18,6x10,37.77334811,-122.468794,Red Flowering Gum,Corymbia ficifolia,1980,Exotic,Corymbia
DPW Maintained,1125 Balboa St,Private,23/04/1980,19,6x9,37.77683655,-122.4709335,Red Flowering Gum,Corymbia ficifolia,1980,Exotic,Corymbia
DPW Maintained,540 10th Ave,Private,23/04/1980,2,3x3,37.7780697,-122.4682921,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',1980,Exotic,Prunus
Permitted Site,190X Pfeiffer St,Private,02/05/1980,12,3x3,37.80468274,-122.4099487,Laurel Fig,Ficus nitida,1980,Exotic,Ficus
Permitted Site,1514 Sanchez St,Private,06/05/1980,22,3x3,37.74491595,-122.4291029,Coast Live Oak,Quercus agrifolia,1980,SF Native,Quercus
Permitted Site,673 Castro St,Private,17/06/1980,8,3x3,37.75813979,-122.4346515,Ornamental Pear,Pyrus calleryana,1980,Exotic,Pyrus
DPW Maintained,1651 POLK ST,Private,24/07/1980,2,Width 0ft,37.79213053,-122.4210841,Hybrid Strawberry Tree,Arbutus 'Marina',1980,Exotic,Arbutus
Permitted Site,580 Folsom St,Private,29/08/1980,13,3x4,37.78583237,-122.3964652,Sycamore: London Plane,Platanus x hispanica,1980,Exotic,Platanus
DPW Maintained,509 Ashbury St,Private,10/10/1980,7,Width 0ft,37.77074065,-122.4471548,Hybrid Strawberry Tree,Arbutus 'Marina',1980,Exotic,Arbutus
Permitted Site,469 Faxon Ave,Private,19/11/1980,11,4x4,37.72307118,-122.4603186,Weeping Bottlebrush,Callistemon viminalis,1980,Exotic,Callistemon
DPW Maintained,522 Chenery St,Private,24/11/1980,14,Width 2ft,37.73526306,-122.4308054,Southern Magnolia,Magnolia grandiflora,1980,Exotic,Magnolia
DPW Maintained,278 Chenery St,Private,24/11/1980,17,Width 3ft,37.73770708,-122.4270473,Southern Magnolia,Magnolia grandiflora,1980,Exotic,Magnolia
DPW Maintained,560 Chenery St,Private,24/11/1980,12,Width 2ft,37.73485373,-122.4314327,Southern Magnolia,Magnolia grandiflora,1980,Exotic,Magnolia
DPW Maintained,530 Chenery St,Private,24/11/1980,16,Width 2ft,37.73517414,-122.4309312,Southern Magnolia,Magnolia grandiflora,1980,Exotic,Magnolia
DPW Maintained,556 Chenery St,Private,24/11/1980,14,Width 3ft,37.73494407,-122.4312944,Southern Magnolia,Magnolia grandiflora,1980,Exotic,Magnolia
DPW Maintained,581 Chenery St,Private,24/11/1980,13,Width 2ft,37.73464385,-122.4315594,Southern Magnolia,Magnolia grandiflora,1980,Exotic,Magnolia
DPW Maintained,569 Chenery St,Private,24/11/1980,10,Width 2ft,37.73476889,-122.4313564,Southern Magnolia,Magnolia grandiflora,1980,Exotic,Magnolia
DPW Maintained,570 Chenery St,Private,24/11/1980,15,Width 2ft,37.73470906,-122.4316969,Southern Magnolia,Magnolia grandiflora,1980,Exotic,Magnolia
Permitted Site,3033 Castro St,Private,03/12/1980,14,3x3,37.73557334,-122.4324197,Laurel Fig,Ficus nitida,1980,Exotic,Ficus
DPW Maintained,3030 Castro St,Private,03/12/1980,15,Width 2ft,37.73538026,-122.4325611,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1980,Exotic,Ficus
Permitted Site,300X Bosworth St,Private,04/12/1980,4,3x3,37.73346134,-122.4294581,Bronze Loquat,Eriobotrya deflexa,1980,Exotic,Eriobotrya
DPW Maintained,336 Bosworth St,Private,04/12/1980,7,Width 3ft,37.73343943,-122.4295616,Bronze Loquat,Eriobotrya deflexa,1980,Exotic,Eriobotrya
DPW Maintained,3133 16th St,Private,02/01/1981,14,Width 3ft,37.76479095,-122.4226324,Chinese Banyan,Ficus microcarpa,1981,Exotic,Ficus
DPW Maintained,3159 16th St,Private,02/01/1981,16,Width 3ft,37.76475511,-122.4233043,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1981,Exotic,Ficus
DPW Maintained,3131 16th St,Private,02/01/1981,13,Width 3ft,37.76479647,-122.4225538,Chinese Banyan,Ficus microcarpa,1981,Exotic,Ficus
Permitted Site,3121 16th St,Private,02/01/1981,14,4x4,37.76481551,-122.422387,Chinese Banyan,Ficus microcarpa,1981,Exotic,Ficus
Permitted Site,148 JULIAN AVE,Private,14/01/1981,12,4x4,37.76579534,-122.4211392,American Sweet Gum,Liquidambar styraciflua,1981,Exotic,Liquidambar
Permitted Site,140 Julian Ave,Private,14/01/1981,16,4x4,37.76592268,-122.4210821,New Zealand Xmas Tree,Metrosideros excelsa,1981,Exotic,Metrosideros
DPW Maintained,286 06th St,Private,14/01/1981,6,3x3,37.77859142,-122.4058941,Littleleaf Linden,Tilia cordata,1981,Exotic,Tilia
DPW Maintained,1447 Baker St,Private,25/02/1981,15,3x3,37.78448537,-122.4432179,Ornamental Pear,Pyrus calleryana,1981,Exotic,Pyrus
DPW Maintained,2125 Bush St,Private,25/02/1981,6,3X3,37.78700918,-122.4329686,New Zealand Xmas Tree,Metrosideros excelsa,1981,Exotic,Metrosideros
DPW Maintained,1025 Tennessee St,Private,26/02/1981,10,3x3,37.75886256,-122.3892343,American Sweet Gum,Liquidambar styraciflua,1981,Exotic,Liquidambar
DPW Maintained,1077 Tennessee St,Private,26/02/1981,1,3x3,37.75826067,-122.3891827,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',1981,Exotic,Prunus
Permitted Site,236 27th St,Private,11/03/1981,15,4x4,37.74705325,-122.4255517,Maidenhair Tree,Ginkgo biloba,1981,Exotic,Ginkgo
DPW Maintained,947 Steiner St,Private,30/03/1981,15,5x5,37.77814116,-122.4334233,Banyan Fig,Ficus retusa nitida,1981,Exotic,Ficus
Permitted Site,993 Steiner St,Private,30/03/1981,12,2x2,37.77832953,-122.4334796,Laurel Fig,Ficus nitida,1981,Exotic,Ficus
Permitted Site,997 STEINER ST,Private,30/03/1981,17,Width 0ft,37.77823856,-122.4334363,Banyan Fig,Ficus retusa nitida,1981,Exotic,Ficus
DPW Maintained,370 Hayes St,Private,22/04/1981,28,6x6,37.77701824,-122.4224248,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1981,Exotic,Ficus
Permitted Site,185 Seal Rock Dr,Private,30/04/1981,38,4x3,37.78057125,-122.5095474,New Zealand Xmas Tree,Metrosideros excelsa,1981,Exotic,Metrosideros
Permitted Site,127 Seal Rock Dr,Private,30/04/1981,22,4x6,37.78062317,-122.5084418,New Zealand Xmas Tree,Metrosideros excelsa,1981,Exotic,Metrosideros
DPW Maintained,2077 HAYES ST,Private,06/05/1981,9,Width 0ft,37.77326572,-122.4508005,Banyan Fig,Ficus retusa nitida,1981,Exotic,Ficus
DPW Maintained,1155 Pine St,Private,18/05/1981,7,3x3,37.79026516,-122.4149289,Evergreen Pear,Pyrus kawakamii,1981,Exotic,Pyrus
DPW Maintained,27 Walter St,Private,01/06/1981,25,Width 3ft,37.76873387,-122.432347,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1981,Exotic,Ficus
DPW Maintained,354 Vienna St,Private,14/07/1981,18,6x9,37.7227515,-122.4287695,Bronze Loquat,Eriobotrya deflexa,1981,Exotic,Eriobotrya
Permitted Site,100x PRECITA AVE,Private,24/07/1981,8,9x7,37.74662221,-122.4180783,Magnolia,Magnolia spp,1981,Exotic,Magnolia
DPW Maintained,1109X Ocean Ave,DPW,21/08/1981,12,3X3,37.72337677,-122.4545765,Swamp Myrtle,Tristaniopsis laurina,1981,Exotic,Tristaniopsis
Permitted Site,1436 Cole St,Private,27/08/1981,16,5x6,37.76136039,-122.4489711,Brisbane Box,Lophostemon confertus,1981,Exotic,Lophostemon
DPW Maintained,1225 Palou Ave,Private,23/09/1981,13,4x4,37.73001395,-122.3841289,New Zealand Xmas Tree,Metrosideros excelsa,1981,Exotic,Metrosideros
DPW Maintained,1123 Palou Ave,Private,10/10/1981,18,4x4,37.72887352,-122.382087,New Zealand Xmas Tree,Metrosideros excelsa,1981,Exotic,Metrosideros
DPW Maintained,1271 Palou Ave,Private,10/10/1981,16,6x6,37.73040625,-122.3848041,New Zealand Xmas Tree,Metrosideros excelsa,1981,Exotic,Metrosideros
DPW Maintained,1227 Palou Ave,Private,10/10/1981,15,4x4,37.72998172,-122.3840672,New Zealand Xmas Tree,Metrosideros excelsa,1981,Exotic,Metrosideros
DPW Maintained,1550X Washington St,SFUSD,20/10/1981,24,3x3,37.79242741,-122.4283564,Victorian Box,Pittosporum undulatum,1981,Exotic,Pittosporum
Permitted Site,917 York St,Private,21/11/1981,20,3x5,37.7573636,-122.4085337,Karo Tree,Pittosporum crassifolium,1981,Exotic,Pittosporum
DPW Maintained,1501 Mason St,Private,24/11/1981,13,3x3,37.79746287,-122.4120371,Bronze Loquat,Eriobotrya deflexa,1981,Exotic,Eriobotrya
DPW Maintained,666 Octavia St,Private,16/12/1981,16,7x7,37.77829181,-122.4248676,Laurel Fig,Ficus nitida,1981,Exotic,Ficus
DPW Maintained,2517 CALIFORNIA ST,Private,17/12/1981,3,Width 0ft,37.78852218,-122.4361273,Sycamore: London Plane,Platanus x hispanica,1981,Exotic,Platanus
DPW Maintained,364 Hayes St,Private,19/12/1981,26,6x7,37.77702947,-122.4222585,Ginkgo: Autumn Gold,Ginkgo biloba 'Autumn Gold',1981,Exotic,Ginkgo
DPW Maintained,235 Gough St,DPW,19/12/1981,12,3X3,37.77542115,-122.4228222,Laurel Fig,Ficus nitida,1981,Exotic,Ficus
DPW Maintained,501 Grove St,Private,19/12/1981,13,3x3,37.77752979,-122.4250226,Banyan Fig,Ficus retusa nitida,1981,Exotic,Ficus
DPW Maintained,465 Grove St,Private,19/12/1981,16,3x3,37.77759869,-122.4243285,Banyan Fig,Ficus retusa nitida,1981,Exotic,Ficus
DPW Maintained,1552 Innes Ave,Private,11/01/1982,19,3x3,37.73906315,-122.3880348,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1982,Exotic,Ficus
DPW Maintained,776 Bush St,Private,22/01/1982,18,4x4,37.79008004,-122.4099139,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1982,Exotic,Ficus
